text,label
Itna push aur shove ho raha hai ki khada rehna mushkil hai.,crowd_panic
"Mujhe lagta hai stampede hone wala hai, sab ghabra gaye hain.",crowd_panic
Please help! Crowd out of control ho gaya hai.,crowd_panic
"Guardons, kuch kariye! Crowd bahut aggressive ho raha hai.",crowd_panic
"Back se dhakka lag raha hai, please aage se crowd hatao!",crowd_panic
"Yaar, yahan toh saans lene ki jagah bhi nahi hai, itni bheed hai!",crowd_panic
"Sab log ek dusre ko cheer rahe hain, lekin ye overload ho raha hai.",crowd_panic
"Aapas mein ladai ho rahi hai bheed mein, sambhalo isko.",crowd_panic
"Koi afwaah phaili hai shayad, log dar ke bhaag rahe hain.",crowd_panic
"Bhaiyya, please mujhe bahar nikaalo, yahan trap ho gaya hoon.",crowd_panic
Security kahan hai? Crowd wall todne ki koshish kar raha hai.,crowd_panic
"Stage se girne ka dar hai, itna push kar rahe hain log.",crowd_panic
"Chhote bachche kho rahe hain bheed mein, please help!",crowd_panic
Itni bhayanak bheed maine kabhi nahi dekhi.,crowd_panic
Music band karvao! Log dhakka-mukki kar rahe hain.,crowd_panic
"Ground mein access band kar do, bahar log mar rahe hain.",crowd_panic
"Panic attack aa raha hai mujhe, itni garmi aur bheed.",crowd_panic
"Crowd control nahi ho pa raha, sab ek dusre pe chad rahe hain.",crowd_panic
"Darwaza block ho gaya hai, please koi khule.",crowd_panic
"System fail ho gaya shayad, sab log ghbra kar bhaag rahe hain.",crowd_panic
"Public ko shant karo, yeh situation out of control ho rahi hai.",crowd_panic
"Police ki madad chahiye, yahan bheed bahut badh gayi hai.",crowd_panic
"People are falling down, need help immediately!",crowd_panic
"The crowd is surging towards the exit, it's dangerous.",crowd_panic
"Someone shouted 'fire', now everyone is panicking.",crowd_panic
"Bheed mein se awaaz aa rahi hai, kuch galat ho raha hai.",crowd_panic
"Guard, thoda side ho jao, dum ghut raha hai!",crowd_panic
"Log chhat par chadh rahe hain, girne ka khatra hai.",crowd_panic
Emergency exit ki taraf bhagdaud machi hai.,crowd_panic
Itna jam ho gaya hai ki pace bilkul ruk gaya hai.,crowd_panic
"Scream sunaai de raha hai, kya hua bhai?",crowd_panic
"Need to evacuate this area, crowd is too dense.",crowd_panic
Public ek doosre ko dhakka dekar nikalne ki koshish kar rahi hai.,crowd_panic
"Yahan bheed control se bahar hai, sambhalna mushkil hai.",crowd_panic
"Kuch toh gadbad hai, log darr gaye hain.",crowd_panic
"Please clear the pathway, people are stuck.",crowd_panic
Stage ke paas halka-phulka stampede ho gaya hai.,crowd_panic
"Bheed mein se awaaz aa rahi hai, ki 'andar mat jao'.",crowd_panic
"Yahan toh dum ghutne laga hai, crowd bahut zyada hai.",crowd_panic
"People are breaking barriers, need immediate intervention.",crowd_panic
"Guard, crowd ko peeche karo, hum gir jayenge!",crowd_panic
Entry pe entry band karo warna explosion ho jayega.,crowd_panic
"Bhai, mujhe bahar nikalna hai, yahan se hat jao please.",crowd_panic
"Crowd bahut aggressive ho gaya hai, security ko bulao.",crowd_panic
"Yahan toh pura chaos macha hua hai, kuch samajh nahi aa raha.",crowd_panic
"Need to control the flow, it's becoming dangerous.",crowd_panic
"Log bhagwan se dua kar rahe hain, darwaza khule.",crowd_panic
Koi bheed ko rokne wala nahi hai kya?,crowd_panic
"Yahan toh Oxygen kam pad jayegi, itni bheed hai.",crowd_panic
"Public ek dusre pe gir rahi hai, please help!",crowd_panic
"Mujhe lagta hai exit block hai, sab wahi atak gaye hain.",crowd_panic
"Someone is pushing from behind, I can't breathe.",crowd_panic
"Bhai, crowd ko sambhalo, warna sabambar ho jayega.",crowd_panic
"Emergency exit khul nahi raha, sab log fans gaye hain.",crowd_panic
Darwaze pe itna pressure hai ki toot sakte hain.,crowd_panic
"Crowd ka reaction unpredictable hai, control karne ki zarurat hai.",crowd_panic
"Stage pe access nahi mil raha, log dhakka mukki kar rahe hain.",crowd_panic
"Yahan toh saans lena bhi haraam hai, crowd control karo.",crowd_panic
"Log gir rahe hain, unko uthao! This is a stampede situation.",crowd_panic
"Security, please make space, it's very crowded.",crowd_panic
"Aap log side ho jao, varna mujhe dhakka lagega.",crowd_panic
"Main bheed mein phans gaya hoon, mujhe bahar nikalo!",crowd_panic
"Koi crowd management nahi hai yahan, sab pagal ho gaye hain.",crowd_panic
"People are crushing each other, need help urgently.",crowd_panic
"Yaar, yeh toh limit se bahar ho gaya, crowd control karo.",crowd_panic
"Bachchon ko bheed se bachao, unhe chot lag sakti hai.",crowd_panic
Bheed itni zyada hai ki police bhi nahi aa paa rahi.,crowd_panic
"Log cheekh rahe hain, kuch toh gadbad hai.",crowd_panic
Exit pe itna jam hai ki koi bahar nahi nikal pa raha.,crowd_panic
"The situation is getting out of hand, control the crowd.",crowd_panic
"Yahan toh hosh ud gaye hain sabke, bheed control nahi ho rahi.",crowd_panic
"Guardons, please form a human chain to control the flow.",crowd_panic
"Log ghabra kar bhaag rahe hain, koi reason pata chala?",crowd_panic
"Bheed mein se awaaz aa rahi hai, ki 'andar mat jao, khatra hai'.",crowd_panic
"Mujhe lagta hai yahan stampede ka risk hai, please warn karo.",crowd_panic
"Crowd ko peechhe hatao, hum gir rahe hain!",crowd_panic
Yahan toh dhakka-mukki itni ho rahi hai ki saans nahi le paa rahe.,crowd_panic
"Please provide security, the crowd is overwhelming.",crowd_panic
"Log darwaze todne ki koshish kar rahe hain, bheed control se bahar hai.",crowd_panic
"Yahan toh kuch saal pehle bhi aisa hi hua tha, sambhalo!",crowd_panic
"Crowd ko kisi tarah control karo, warna sab barbaad ho jayega.",crowd_panic
"Bheed mein se chillane ki awaaz aa rahi hai, kya hua?",crowd_panic
"Public ko shant karne ki koshish karo, yeh bhayawah sthiti hai.",crowd_panic
"Darwaza band mat karo, log fans jayenge!",crowd_panic
"Crowd ka pressure bahut zyada hai, sambhalna mushkil hai.",crowd_panic
"Main niche gir gaya tha bheed mein, mujhe uthaya nahi kisi ne.",crowd_panic
"Yaar, yahan toh ekdum se panic mach gaya, bhaag lo!",crowd_panic
"People are pushing aggressively, need immediate help.",crowd_panic
"Entry band kar do, ab aur log nahi aa sakte!",crowd_panic
"Bheed itni hai ki koi movement hi nahi ho rahi, trap ho gaye hain.",crowd_panic
"Security guards ko bhi dhakka lag raha hai, public bahut aggressive hai.",crowd_panic
Log apni jaan bachane ke liye kuch bhi kar rahe hain.,crowd_panic
"Yahan toh dum ghut raha hai, bheed kam karo!",crowd_panic
Crowd ko control karne ke liye aur staff chahiye.,crowd_panic
"Aisi bheed maine kabhi nahi dekhi, yeh dangerous hai.",crowd_panic
"Please clear the path, it's a stampede situation.",crowd_panic
Log ek dusre ko cheerthe hue nikal rahe hain.,crowd_panic
Yahan bheed mein se nikalna naamumkin hai.,crowd_panic
"Bachche dar gaye hain, unhe bahar nikalo!",crowd_panic
"Koi baat karo bheed se, yeh control nahi ho rahi.",crowd_panic
"It's total chaos, everyone is running in panic.",crowd_panic
"Bheed ka zor bahut hai, hum sambhal nahi paa rahe.",crowd_panic
"People are falling, need medical attention urgently.",crowd_panic
Yahan toh lag raha hai ki saans band ho jayegi.,crowd_panic
"Crowd management fail ho gaya hai, please help!",crowd_panic
"Bhai log, stage ke paas bhagdaud mach gayi hai, sambhalo!",crowd_panic
"Yahaan toh saans lena mushkil ho gaya hai, bahut zyada bheed hai.",crowd_panic
"Emergency exit ke paas crowd control nahi hai, sab andar ghusne ki koshish kar rahe hain.",crowd_panic
"Music bahut zor se baj raha hai aur log pagal ho gaye hain, dhakka mukki ho rahi hai.",crowd_panic
Security guards kahaan hain? Ek dum se sab log ek taraf bhaag rahe hain.,crowd_panic
"Bro, yeh concert mein stampede ho raha hai lagta hai, jaldi kuch karo!",crowd_panic
"Koi gir gaya hai andar, uske upar se log chal rahe hain!",crowd_panic
"Bahanasht ho gaya hai, itni bheed hai ki hilna bhi mushkil hai.",crowd_panic
"Stage se kuch gir gaya, uske chakkar mein sab log us taraf bhaag gaye.",crowd_panic
"Entry gate pe control nahi hai, log gates tod rahe hain.",crowd_panic
"Mujhe ghutan ho rahi hai, please help, bahar nikalna hai!",crowd_panic
Yahaan crowd surfing ke chakkar mein log gir rahe hain aur neeche kuchal rahe hain.,crowd_panic
"Aag lagne ki afwah hai, sab log exit ki taraf bhaag rahe hain!",crowd_panic
Itni daru pee li hai logon ne ki behosh ho rahe hain aur bheed badh rahi hai.,crowd_panic
"Security guards situation ko handle nahi kar pa rahe hain, sab control se bahar hai.",crowd_panic
"Ek taraf se sab log dhakka maar rahe hain, lagta hai kuch ho gaya hai.",crowd_panic
"Ground mein capacity se zyada log hain, saans nahi aa rahi.",crowd_panic
"Koi announcement nahi ho raha, public dar gayi hai aur bhaag rahi hai.",crowd_panic
"Bahut zyada push ho raha hai, kisi ko injury ho sakti hai.",crowd_panic
"Stage ke paas ka area full hai, log peeche se dhakka de rahe hain.",crowd_panic
"Bhai, yeh toh stampede hi hai, sambhalo yaar!",crowd_panic
"Log peeche se dabe jaa rahe hain, thoda space banao!",crowd_panic
"Yahaan saans lena dushwar hai, itni bheed hai ki hil nahi sakte.",crowd_panic
"Emergency exit band hai lagta hai, log wahi atak gaye hain.",crowd_panic
"Koi gira hai niche, usko uthao jaldi, sab uske upar se ja rahe hain.",crowd_panic
"Faisla nahi ho raha ki kidhar jaana hai, sab confuse hain aur bhag daud machi hai.",crowd_panic
"Security ko bulana padega, yeh crowd bahut dangerous ho gaya hai.",crowd_panic
Itni zyada bheed hai ki koi accident ho sakta hai kabhi bhi.,crowd_panic
"Log ek dusre ko dhakka de rahe hain, thoda side ho jao!",crowd_panic
"Dar lag raha hai, lagta hai koi badi gadbad hone wali hai.",crowd_panic
"Ekdum se sab bhaagne lage, kuch samajh nahi aaya kya hua.",crowd_panic
Stage pe jo hua uske baad crowd control totally fail ho gaya.,crowd_panic
"Yahaan ka mahaul bahut kharab hai, log ghabra gaye hain.",crowd_panic
"Bahut pressure aa raha hai peeche se, main girne wala hoon.",crowd_panic
"Bheed control se bahar hai, police ko call karo!",crowd_panic
"Log emergency exit ke saamne ruk gaye hain, traffic jam ho gaya hai.",crowd_panic
"Mujhe claustrophobic feel ho raha hai, help!",crowd_panic
"Koi kuch deefense nahi hai, log bas ek dusre ko dhakka de rahe hain.",crowd_panic
"Yahaan ka system pura fail hai, itni bheed manage nahi kar paa rahe.",crowd_panic
"Log darwazon pe chadh rahe hain, situation bahut kharab hai.",crowd_panic
"Main phans gaya hoon bheed mein, mujhe bahar nikalna hai!",crowd_panic
"Bahut saare log ek saath ek jagah aa gaye hain, dhakka mukki shuru ho gayi.",crowd_panic
"Stampede ki situation hai, jaldi action lo!",crowd_panic
Log gir rahe hain aur unhe uthaya nahi ja raha.,crowd_panic
"Yahaan toh saans lena bhi mushkil hai, itni zyada bheed hai.",crowd_panic
Crowd ko control karna chahiye tha pehle se.,crowd_panic
"Panic fail raha hai, sab log chillane lage hain.",crowd_panic
"Log ek dusre ko kaat rahe hain, itna gussa hai sab mein.",crowd_panic
Security guards bhi bheed mein phas gaye hain.,crowd_panic
"Emergency lights nahi jal rahi hain, andhera ho gaya hai.",crowd_panic
"Log exit ke paas jam ho gaye hain, koi nikal nahi paa raha.",crowd_panic
"Mujhe lagta hai koi chori ho rahi hai, sab bheed ka fayda utha rahe hain.",crowd_panic
"Bahut zyada gussa hai logon mein, koi bhi situation bigad sakti hai.",crowd_panic
"Main bilkul phans gaya hoon, mujhe bahar nikalne mein madad karo.",crowd_panic
Crowd ko manage karne ke liye aur staff chahiye.,crowd_panic
"Ekdum se log piche dhakka dene lage, lagta hai kuch bhaga raha hai.",crowd_panic
"Yahaan toh pura chaos hai, koi rule nahi follow ho raha.",crowd_panic
"Log zid kar rahe hain entry ke liye, security rok nahi pa rahi.",crowd_panic
"Bheed mein se aawazein aa rahi hain, dar lag raha hai.",crowd_panic
"Sab log ek hi direction mein bhaag rahe hain, yeh dangerous hai.",crowd_panic
Koi bhi cheez gir sakti hai is bheed se.,crowd_panic
"Log apni jagah pe khade nahi ho rahe hain, bas dhakka de rahe hain.",crowd_panic
"Yahaan ka atmosphere bahut tense hai, koi bhi moment mein kuch ho sakta hai.",crowd_panic
"Mujhe chalti hui bheed mein se nikalna hai, please guide karo.",crowd_panic
"Bahut zyada pressure hai, meri saans atak rahi hai.",crowd_panic
"Log ek dusre ko uchhal rahe hain, yeh kya ho raha hai?",crowd_panic
"Security ko kuch karna chahiye, yeh bheed control nahi ho rahi.",crowd_panic
Entry pe itna rush hai ki log gir rahe hain.,crowd_panic
"Yahaan ka scene bahut kharab hai, emergency services ko bulao.",crowd_panic
"Log kisi cheez se dar kar bhaag rahe hain, pata nahi kya hua.",crowd_panic
"Mujhe pakad ke rakho, main gir jaungi is bheed mein.",crowd_panic
"Yahaan ka crowd management zero hai, sab kuch out of control hai.",crowd_panic
"Log ek dusre ko dhakka de kar aage badh rahe hain, yeh theek nahi hai.",crowd_panic
Bheed itni hai ki koi nikal hi nahi sakta.,crowd_panic
"Panic spread ho raha hai, sab log dar gaye hain.",crowd_panic
"Log stage pe chadne ki koshish kar rahe hain, police control karo!",crowd_panic
Itni bheed hai ki mera phone bhi gir gaya.,crowd_panic
"Log ek dusre ke upar chad rahe hain, yeh stampede ban jayega.",crowd_panic
"Yahaan ka system complètement cassé hai, bheed control nahi ho rahi.",crowd_panic
"Mujhe immediate exit chahiye, otherwise kuch ho jayega.",crowd_panic
"Log ek dusre ko niche khinch rahe hain, bahut galat ho raha hai.",crowd_panic
Crowd ko manage karne ke liye proper planning nahi thi.,crowd_panic
"Sab log ek hi jagah pe jama ho gaye hain, jam ho gaya hai.",crowd_panic
"Yahaan ka crowd bahut aggressive hai, security alert raho.",crowd_panic
"Log darwaze todne ki koshish kar rahe hain, jaldi kholo!",crowd_panic
"Mujhe bahar nikalna hai, please bheed ko hatayo.",crowd_panic
"Crowd control ke liye koi nahi hai, sab apni marzi se chal rahe hain.",crowd_panic
"Itni bheed hai ki ghutan ho rahi hai, please help.",crowd_panic
Log ek dusre ko dhakka de kar apni jagah bana rahe hain.,crowd_panic
"Yahaan ka mahaul bahut darawana hai, jaldi kuch karo.",crowd_panic
"Stampede jaisa halaat hai, samhalo yaar, bachao!",crowd_panic
"Loggir rahe hain aur unke upar se log ja rahe hain, rescue karo!",crowd_panic
"Crowd ka pressure bahut zyada hai, main saans nahi le paa raha.",crowd_panic
"Log gate ke bahar toot pade hain, control nahi hai.",crowd_panic
"Main yahan phasa hua hoon, mujhe bahar nikalo.",crowd_panic
"Security ko aur zyada hone ki zarurat hai, bheed control se bahar hai.",crowd_panic
"Log ek dusre se lad rahe hain, bheed bahut zyada hai.",crowd_panic
"Yahaan pe pura kaos macha hua hai, koi order nahi hai.",crowd_panic
"Log exit ke paas chadh rahe hain, sab gir jayenge.",crowd_panic
"Mujhe ghutan ho rahi hai, please bheed kam karo!",crowd_panic
"Log ek dum se bhaag pade, kuch samajh nahi aaya.",crowd_panic
"Crowd management zero hai, sab log ek taraf bhaag rahe hain.",crowd_panic
"Bheed mein se nikalna mushkil ho raha hai, help me!",crowd_panic
"Yahan sab bhaag rahe hain, sambhalo!",crowd_panic
"Bhaiya, gate pe bahut bheed ho gayi hai, stampede na ho jaye!",crowd_panic
"Logon ko kuch samajh nahi aa raha, chillam chilli machi hai.",crowd_panic
"Emergency exit khol do, andar pressure bahut hai.",crowd_panic
"Yaar, crowd control karna mushkil ho raha hai, sab ek dusre ko dhakka de rahe hain.",crowd_panic
"Stage ke paas crowd bahut hai, gir rahe hain log.",crowd_panic
"Achanak se sab bhaagne lage, reason pata nahi.",crowd_panic
"Hamesha se zyada crowd hai aaj, halki si bhi gadbad hui toh problem ho jayegi.",crowd_panic
Fire alarm baja aur sab panic mein bahar bhagne lage.,crowd_panic
Security kahaan hai? Crowd sambhal nahi paa rahe hain.,crowd_panic
Itna push ho raha hai ki saans lena mushkil hai.,crowd_panic
"Log ek dusre ke upar chadh rahe hain, control karo!",crowd_panic
Koi rumour faila hai kya? Sab dar gaye hain.,crowd_panic
Bheed itni zyada hai ki nikalna mushkil hai.,crowd_panic
Guard ne dhakka diya aur sab ek saath gir gaye.,crowd_panic
"Emergency exit block hai, bahar kaise niklen?",crowd_panic
"Yahan ka mahaul theek nahi lag raha, sab ghhabraaye hue hain.",crowd_panic
"Log niche gir gaye hain, unhe uthao jaldi!",crowd_panic
"Stairs pe jam lag gaya hai, log atak gaye hain.",crowd_panic
"Koi toh chilla raha hai ki bomb hai, sab bhaag rahe hain.",crowd_panic
" Crowd management fail ho gaya hai, emergency situation hai.",crowd_panic
"Main fans gaya hoon bheed mein, please help!",crowd_panic
"Bahut zyada pressure hai yahan, meri shirt phat gayi.",crowd_panic
Entry gate pe crowd control nahi ho raha.,crowd_panic
Logon ko zor se pakadna pad raha hai girne se bachne ke liye.,crowd_panic
Kya hua? Kyun sab cheekh rahe hain?,crowd_panic
"This is a massive stampede, please send help!",crowd_panic
"The crowd surge is dangerous, we need evacuation.",crowd_panic
People are falling down in the middle of the crowd.,crowd_panic
"Emergency exit is jammed, people are trapped.",crowd_panic
Mass hysteria is spreading quickly.,crowd_panic
"It's impossible to move, we are being crushed.",crowd_panic
Security personnel are overwhelmed by the crowd.,crowd_panic
Someone shouted fire and now everyone is panicking.,crowd_panic
The sheer volume of people is causing a dangerous situation.,crowd_panic
"People are pushing from all sides, I can't breathe.",crowd_panic
Kids are getting separated from their parents in the chaos.,crowd_panic
"The situation is out of control, immediate intervention needed.",crowd_panic
We need more marshals to manage this unruly crowd.,crowd_panic
People are climbing on things to escape the crush.,crowd_panic
The exit route is blocked by a surging crowd.,crowd_panic
This feels like a stampede is about to happen.,crowd_panic
There's a wave of panic moving through the audience.,crowd_panic
"Can't move my legs, people are stepping on me.",crowd_panic
The density of the crowd is critical.,crowd_panic
"Security guards are using force, making it worse.",crowd_panic
Rumors of a security threat are causing panic.,crowd_panic
"People are being trampled, this is a disaster.",crowd_panic
"The entry point is a bottleneck, causing immense pressure.",crowd_panic
"This is not just overcrowding, it's full-blown panic.",crowd_panic
A small incident has triggered a massive panic reaction.,crowd_panic
Log andar aane ki koshish kar rahe hain aur bahar jaane wale rok rahe hain.,crowd_panic
"Yahan saans lena mushkil ho raha hai, bahut zyada bheed hai.",crowd_panic
Koi gir gaya toh uske upar se log guzarte ja rahe hain.,crowd_panic
"Gate pe dhakka-mukki ho rahi hai, sab andar ghusna chahte hain.",crowd_panic
"Security wale bhagao, woh situation ko control nahi kar paa rahe.",crowd_panic
"Mujhe lagta hai yahan stampede hone wala hai, jaldi kuch karo.",crowd_panic
"Log cheekh rahe hain aur bhaag rahe hain, mujhe samajh nahi aa raha kya ho raha hai.",crowd_panic
Achanak se public ne zor lagaana shuru kar diya.,crowd_panic
Stage ke paas crowd manage karna namumkin hai.,crowd_panic
Emergency exit block hone ki wajah se log andar hi fans gaye hain.,crowd_panic
Bheed mein se awaazein aa rahi hain ki koi bimaar pad gaya hai.,crowd_panic
"Everyone is pushing towards the exit, it's a dangerous surge.",crowd_panic
The crowd density has reached a critical level.,crowd_panic
People are starting to climb over barriers.,crowd_panic
There's a ripple effect of panic spreading through the crowd.,crowd_panic
"We can't maintain order, it's chaos.",crowd_panic
"Someone fell, and the crowd is just crushing them.",crowd_panic
The narrow passage is causing a dangerous build-up of people.,crowd_panic
Is there an emergency? Why is everyone running?,crowd_panic
"The situation is escalating rapidly, more security needed.",crowd_panic
"People are desperate to get out, pushing hard.",crowd_panic
It feels like the floor is about to give way due to the crowd.,crowd_panic
The sheer momentum of the crowd is unstoppable.,crowd_panic
Lost my child in this mad rush.,crowd_panic
The crowd control measures have failed completely.,crowd_panic
"Panic has set in, people are acting irrationally.",crowd_panic
"I'm stuck in a human wave, can't move.",crowd_panic
"This is more than just a large gathering, it's a dangerous crush.",crowd_panic
People are trying to break through the barricades.,crowd_panic
The sound of screams indicates widespread panic.,crowd_panic
This overcrowding is a serious safety hazard.,crowd_panic
They opened another gate but it made the situation worse.,crowd_panic
"Yahan bahut zyada log aa gaye hain, control karna mushkil hai.",crowd_panic
Log ek dusre ko dhakka maar kar aage badh rahe hain.,crowd_panic
"Bheed mein ek aur bheed ho gayi hai, sab atak gaye hain.",crowd_panic
Guard ne zor se roka toh piche wale sab gir gaye.,crowd_panic
Kisi ne awaz lagayi 'bachao' aur sab bhagne lage.,crowd_panic
"The crowd is pressing in from all sides, need space.",crowd_panic
"This is turning into a stampede situation, please send help immediately.",crowd_panic
People are losing their balance and falling.,crowd_panic
The situation at the main entrance is critical.,crowd_panic
"The crowd density is dangerously high, evacuation is necessary.",crowd_panic
