text,label
My son is lost. He's wearing a blue shirt with a car on it.,child_lost
"Ek ladki ka group mein se ek bacchi kho gayi hai, madad kariye.",child_lost
"Mera baccha kahin nahi mil raha, bahut dar lag raha hai, help!",child_lost
Help! A small girl is lost. She's wearing a yellow dress.,child_lost
"Mujhe mera chhota ladka nahi mil raha, kahin kho gaya hai.",child_lost
"Ek chota baccha akela khada hai aur bahut ro raha hai, please help.",child_lost
Help find my child. They were wearing a blue jacket and jeans.,child_lost
"Mera bacha kahin dikh nahi raha, bahut chinta ho rahi hai, please help.",child_lost
"Ek chota sa ladka gum ho gaya hai, red shoes pehne the, madad kariye.",child_lost
Help! My daughter is lost. She's 5 years old and has blonde hair.,child_lost
"Mujhe mera baccha nahi mil raha, last seen yahan tha, please help.",child_lost
"Koi mera chota beta dekha hai? Blue t-shirt pehna tha, koi batao.",child_lost
"Emergency! Mera ladka gum ho gaya hai concert mein, help.",child_lost
Please help find my son. He's 8 years old and wearing a red cap.,child_lost
"Meri beti kho gayi hai, uske haath mein ek blue balloon tha.",child_lost
"Ek bacha akela counter pe khada hai, parents nahi dikh rahe.",child_lost
Help me find my kid. Lost him near the exit gate.,child_lost
"Mera chhota baccha kahin gayab ho gaya hai, please help find him.",child_lost
"Bhaiya, mera beta nahi dikh raha. Bahut chhota hai, please help find.",child_lost
Is area mein koi chhota baccha gum hua hai kya? Please provide info.,child_lost
Help find my daughter. She was wearing a red jacket.,child_lost
My son is lost. He's wearing a green shirt with a train on it.,child_lost
"Ek ladki ka group mein se ek bacchi gum ho gayi hai, help needed.",child_lost
"Mera bacha kahin nahi mil raha, bahut dar lag raha hai, please help me.",child_lost
Help! A small boy is lost. He's wearing a blue shirt.,child_lost
"Mujhe mera chhota ladka nahi mil raha, kahin kho gaya hai, please.",child_lost
"Ek chota baccha akela khada hai aur bahut ro raha hai, need help.",child_lost
Help find my child. They were wearing a yellow shirt and shorts.,child_lost
"Mera bacha kahin dikh nahi raha, bahut chinta ho rahi hai, please help me find.",child_lost
"Ek chota sa ladka gum ho gaya hai, blue shoes pehne the, help.",child_lost
Help! My daughter is lost. She's 6 years old and has dark hair.,child_lost
"Mujhe mera baccha nahi mil raha, last seen yahan tha, please help me.",child_lost
"Koi mera chota beta dekha hai? Blue t-shirt pehna tha, need help.",child_lost
"Emergency! Mera ladka gum ho gaya hai event mein, please help.",child_lost
Please help find my son. He's 5 years old and wearing a blue shirt.,child_lost
"Meri beti kho gayi hai, uske haath mein ek red balloon tha.",child_lost
"Ek bacha akela stall pe khada hai, parents nahi dikh rahe.",child_lost
Help me find my kid. Lost him near the main attraction.,child_lost
"Mera chhota baccha kahin gayab ho gaya hai, please help me find him.",child_lost
"Bhaiya, mera beta nahi dikh raha. Bahut chhota hai, please help me.",child_lost
Is area mein koi chhota baccha gum hua hai kya? Please assist.,child_lost
Help find my daughter. She was wearing a blue frock.,child_lost
My son is lost. He's wearing a yellow shirt with a car on it.,child_lost
"Ek ladki ka group mein se ek bacchi gum ho gayi hai, help needed urgently.",child_lost
"Mera beta kho gaya hai, please help!",child_lost
"Chota sa baccha gum ho gaya, public dekho!",child_lost
"Ek ladki nahi mil rahi, red dress pehni thi.",child_lost
"Bacha bazaar mein kho gaya, koi dekha?",child_lost
"Meri beti gum ho gayi hai, please dhyan do.",child_lost
"Ek baccha akela ro raha hai, parents kahaan hain?",child_lost
"Help! Mera child lost hai, event mein.",child_lost
Koi mera bachha dekha? Blue t-shirt mein tha.,child_lost
"Bhaiya, mera chhota bhai kho gaya hai, emergency!",child_lost
"Bachha crowd mein bichhad gaya, please find him.",child_lost
"Need help, my son is missing from the park.",child_lost
"Meri beti kho gayi, she was wearing a yellow frock.",child_lost
"Ek baccha bahut der se akela hai, shayad kho gaya.",child_lost
"Public attentive rahe, ek baccha gum ho gaya.",child_lost
"Mujhe mera bachha nahi mil raha, urgent assistance chahiye.",child_lost
"Chota sa bachha, white shirt mein, missing.",child_lost
"Help find my daughter, she wandered off.",child_lost
Bazaar mein bhid mein bachha kho gaya.,child_lost
Ek baccha darwaze ke paas rota hua mila.,child_lost
Koi mera bachha dekha kya? 5 saal ka hoga.,child_lost
"My son lost in the exhibition, please help.",child_lost
"Meri beti ka naam Riya hai, kho gayi hai.",child_lost
"Bachha bhag gaya tha, ab dikh nahi raha.",child_lost
"Ek chota ladka akela ghoom raha hai, parents ka pata nahi.",child_lost
Please help locate my child.,child_lost
"Mera baccha gayab ho gaya hai, jaldi dhoondo.",child_lost
"Ek ladki chilla rahi thi, kho gayi lagti hai.",child_lost
Help! My child is lost in this crowd.,child_lost
"Meri beti ko dhundhne mein madad karo, she's small.",child_lost
"Ek baccha stall ke paas khada hai, parents nahi dikh rahe.",child_lost
Emergency! Child missing from food court.,child_lost
Koi mera bachha dekha hai? He has a blue cap.,child_lost
"Mera ladka kho gaya hai, last seen near the gate.",child_lost
Help me find my little boy.,child_lost
"Ek baccha akela chala gaya, pata nahi kidhar.",child_lost
"Meri beti kho gayi hai, please help find her.",child_lost
"Someone took my child, where did he go?",child_lost
"Bachha stage ke paas nahi hai, kho gaya.",child_lost
"Mujhe mera chhota bhai nahi mil raha, help!",child_lost
"My daughter is lost, please assist.",child_lost
"Ek baccha garden mein akela hai, missing.",child_lost
"Meri beti kho gayi, she's wearing a pink dress.",child_lost
"Bachha crowd mein kho gaya, please help!",child_lost
"Help find my child, urgent.",child_lost
"Ek ladka akela rota hua mila, koi dhoondh raha hoga.",child_lost
"Mera bachha gayab hai, jaldi karo!",child_lost
"Need to find my son, he's 6 years old.",child_lost
"Beti kho gayi hai, please help us.",child_lost
"Ek baccha gate number 3 ke paas khada hai, akela.",child_lost
"My child is missing, please search the area.",child_lost
"Ladka kho gaya hai, last seen at the food stall.",child_lost
"Help me find my daughter, she's wearing a blue frock.",child_lost
"Bachha kidhar gaya, kuch samajh nahi aa raha.",child_lost
"Ek choti ladki nahi mil rahi, please dekho.",child_lost
Urgent: Child lost near the main entrance.,child_lost
"Mera beta kho gaya, bahut chinta ho rahi hai.",child_lost
"Help find my child, he's wearing a red shirt.",child_lost
"Ek baccha akela chal raha hai, shayad kho gaya hai.",child_lost
"Meri beti gum ho gayi, koi dekhi kya?",child_lost
"Child missing, please help me find him.",child_lost
"Bachha bazaar mein kho gaya, please report.",child_lost
"Help me, my son is lost.",child_lost
"Ek ladka akela ro raha hai, parents kahaan?",child_lost
"Meri beti ko dhundho, she's just 4 years old.",child_lost
"Bachha gate ke paas nahi mil raha, kho gaya hai.",child_lost
"Lost child, please help!",child_lost
"Mera bachha kho gaya hai, emergency!",child_lost
"Ek chota ladka akela dikh raha hai, kahan se aaya hai?",child_lost
"Help find my daughter, she was with me a moment ago.",child_lost
"Beti gum ho gayi, please help locate.",child_lost
"Bachha stage ke paas nahi hai, kho gaya.",child_lost
"Mujhe mera chhota bhai nahi mil raha, help!",child_lost
"My daughter is lost, please assist.",child_lost
"Ek baccha garden mein akela hai, missing.",child_lost
"Meri beti kho gayi, she's wearing a pink dress.",child_lost
"Bachha crowd mein kho gaya, please help!",child_lost
"Help find my child, urgent.",child_lost
"Ek ladka akela rota hua mila, koi dhoondh raha hoga.",child_lost
"Mera bachha gayab hai, jaldi karo!",child_lost
"Need to find my son, he's 6 years old.",child_lost
"Beti kho gayi hai, please help us.",child_lost
"Ek baccha gate number 3 ke paas khada hai, akela.",child_lost
"My child is missing, please search the area.",child_lost
"Ladka kho gaya hai, last seen at the food stall.",child_lost
"Help find my daughter, she's wearing a blue frock.",child_lost
"Bachha kidhar gaya, kuch samajh nahi aa raha.",child_lost
"Ek choti ladki nahi mil rahi, please dekho.",child_lost
Urgent: Child lost near the main entrance.,child_lost
"Mera beta kho gaya, bahut chinta ho rahi hai.",child_lost
"Help find my child, he's wearing a red shirt.",child_lost
"Ek baccha akela chal raha hai, shayad kho gaya hai.",child_lost
"Meri beti gum ho gayi, koi dekhi kya?",child_lost
"Child missing, please help me find him.",child_lost
"Bachha bazaar mein kho gaya, please report.",child_lost
"Help me, my son is lost.",child_lost
"Ek ladka akela ro raha hai, parents kahaan?",child_lost
"Meri beti ko dhundho, she's just 4 years old.",child_lost
"Bachha gate ke paas nahi mil raha, kho gaya hai.",child_lost
"Mera beta kho gaya hai, please help!",child_lost
Help! Ek chota sa ladka gum ho gaya hai near the food court.,child_lost
"Meri beti nahi mil rahi, woh pink dress mein thi.",child_lost
"Excuse me, mera bachcha kho gaya hai, pata nahi kahan gaya.",child_lost
"Please, koi mere ladke ko dekha hai? Bahut chota hai.",child_lost
"Bhaiya, mera bachcha gum ho gaya, thoda time pehle yahan tha.",child_lost
"Emergency! Ek ladka ro raha hai akela, shayad kho gaya hai.",child_lost
"Meri mummy kho gayi, ek baccha puch raha tha.",child_lost
"Help us find our son, he wandered off.",child_lost
"Koi mere bachche ko dekh ke batao, woh blue shirt pehne tha.",child_lost
"I lost my daughter in this crowd, please assist.",child_lost
"Bachcha kho gaya hai, sabko alert karo!",child_lost
"My child is missing, he is 5 years old.",child_lost
"Ladka gum ho gaya hai, uske paas toy tha.",child_lost
"Help! Mera chota sa bachcha kidhar gaya, pata nahi chal raha.",child_lost
"Need urgent help, my son is lost.",child_lost
"Ek ladki gum ho gayi hai, mummy usko dhoondh rahi hain.",child_lost
"Please help find my little girl, she was holding my hand.",child_lost
"Mera ladka gayab ho gaya hai, koi dekho toh!",child_lost
Help! We can't find our child.,child_lost
"Bachcha kho gaya hai, exit gate ke paas.",child_lost
"My son is lost, he's wearing a red cap.",child_lost
"Please help, mera bachcha kho gaya hai, bahar nikalte samay.",child_lost
"Ek chota bachcha akela ghoom raha hai, shayad kho gaya hai.",child_lost
"Help me find my son, he's very scared.",child_lost
"Mera ladka kho gaya, woh cartoon character wala t-shirt pehna hai.",child_lost
"Need assistance, my child is missing.",child_lost
Koi mera bachcha dekha hai kya? Bahut chhota hai.,child_lost
Emergency! Lost child reported near the main stage.,child_lost
"My daughter went missing, please spread the word.",child_lost
"Bachcha gum ho gaya, uske papa pareshan hain.",child_lost
"Help find my little one, he's just 3 years old.",child_lost
"Please, mera ladka kho gaya, woh yellow frock mein tha.",child_lost
"We've lost our child in the crowd, please help.",child_lost
Help! Mera bachcha kahin dikh nahi raha.,child_lost
"Lost child, approx 6 years old, last seen near the entrance.",child_lost
"My son is lost, he has a birthmark on his cheek.",child_lost
"Mera bachcha kho gaya hai, please kisi ko dekho toh batao.",child_lost
Urgent help needed for a lost child.,child_lost
"Bhaiya, mera ladka gum ho gaya, uske paas ball thi.",child_lost
"Need to find my daughter, she's wearing a blue skirt.",child_lost
"Help me, mera bachcha kho gaya, bahut chhota hai.",child_lost
"Lost child alert! Boy, 4 years old, brown hair.",child_lost
"Meri beti kho gayi hai, woh mujhse alag ho gayi.",child_lost
"Please help me find my son, he's wearing glasses.",child_lost
"Bachcha kho gaya, usko jaldi dhundhna hai.",child_lost
Help! Ek chota baccha akela ro raha hai.,child_lost
"My child is missing, please check near the Ferris wheel.",child_lost
"Meri ladki gum ho gayi, kya kisi ne dekha?",child_lost
"Lost child alert! Girl, 5 years old, pink shoes.",child_lost
"Help find my son, he was playing near the fountain.",child_lost
"Mera bachcha kho gaya hai, bahut dukhi hoon.",child_lost
"Need to locate our child, separated in the crowd.",child_lost
"Bachcha kho gaya, uske paas blue teddy bear tha.",child_lost
Help! My son is lost and can't find his way back.,child_lost
"Meri beti gum ho gayi hai, she's wearing a yellow dress.",child_lost
"Please help, mera ladka kho gaya, jaldi dhoondhna hai.",child_lost
"Lost child, boy, 3 years old, last seen at the ice cream stall.",child_lost
"Help me find my daughter, she's very shy.",child_lost
"Mera bachcha kho gaya, woh mera haath chhodke chala gaya.",child_lost
"Emergency! Kid lost, please help.",child_lost
"My son is missing, he's wearing a green shirt.",child_lost
"Bachcha kho gaya hai, uske papa use dhoondh rahe hain.",child_lost
"Help find my daughter, she's only 4 years old.",child_lost
"Please, mera ladka kho gaya hai, bahut dar gaya hai.",child_lost
"Lost child, girl, 6 years old, red hairband.",child_lost
"My son wandered off, please help us find him.",child_lost
"Mera bachcha gum ho gaya, uske paas red balloon tha.",child_lost
"Help me locate my child, we got separated.",child_lost
"Bachcha kho gaya hai, bahut chhota bachcha.",child_lost
Emergency! My daughter is lost.,child_lost
"My son is lost, he's wearing a blue jacket.",child_lost
"Please help find my little boy, he was looking for me.",child_lost
"Mera ladka kho gaya hai, woh bahut chhota hai, help.",child_lost
"Lost child, boy, 5 years old, last seen at the souvenir shop.",child_lost
"Help us find our daughter, she's wearing a pink frock.",child_lost
"Bachcha gum ho gaya, koi usko dekho toh.",child_lost
"My child is missing, please help immediately.",child_lost
"Lost child, girl, 4 years old, brown eyes.",child_lost
"Help find my son, he's wearing a striped t-shirt.",child_lost
"Mera bachcha kho gaya, woh mujhe dhundh raha tha.",child_lost
Urgent! My son is lost in this event.,child_lost
"My daughter is lost, she was playing hide and seek.",child_lost
"Bachcha kho gaya, uske paas yellow duck toy tha.",child_lost
"Help me find my son, he's only 3 years old and crying.",child_lost
"Lost child, boy, 6 years old, last seen near the main gate.",child_lost
"Mera ladka gum ho gaya, please koi madad karo.",child_lost
"Help find my daughter, she's wearing a red bow.",child_lost
"Bachcha kho gaya, uske paas teddy bear tha.",child_lost
"My child is lost, please keep an eye out.",child_lost
"Lost child, girl, 5 years old, last seen at the food court.",child_lost
"Help us find our son, he's wearing a superhero t-shirt.",child_lost
"Mera bachcha kho gaya hai, thoda time pehle yahan tha.",child_lost
"Emergency! Kid missing, please report if seen.",child_lost
"My daughter is lost, she's wearing a purple dress.",child_lost
"Bachcha kho gaya, uske papa use dhoondh rahe hain, help.",child_lost
"Help find my son, he's only 4 and scared.",child_lost
"Lost child, boy, 3 years old, last seen playing.",child_lost
"Arre yaar, mera bacha kho gaya hai Mall ke andar!",child_lost
"Help! Ek chota sa ladka dikh nahi raha, red shirt pehna tha.",child_lost
"Mummy, mera baby gum ho gaya hai, please help find him!",child_lost
"Zone C mein ek bachchi nahi mil rahi, uska naam Priya hai.",child_lost
"Maine abhi ek bacha rote hue dekha tha, akela khada tha.",child_lost
"Mera beta kahin dikh nahi raha, usne blue color ki cap pehni thi.",child_lost
Emergency! Ek chota bachcha humse bichhad gaya hai.,child_lost
Koi mere bachche ko dekha kya? Wo abhi yahan tha!,child_lost
"Please, mere ladke ko dhoondhne mein madad karo, wo kho gaya hai.",child_lost
Ek nanha sa bacha playground mein akela ghoom raha hai.,child_lost
"Mera chota sa ladka kahin chalegaya, pata nahi kahan.",child_lost
"Kidnapping ka dar lag raha hai, mera bacha mil nahi raha.",child_lost
"Bhaiya, ek ladka raste mein akela rota hua mila hai.",child_lost
"Uska naam Rahul hai, aur wo pink frock pehni thi.",child_lost
Festival mein bheed mein mera bachcha kho gaya.,child_lost
"Security guard ko batao, ek chota bacha gumshuda hai.",child_lost
Meri beti ka rang gora hai aur uske baal lambe hain.,child_lost
Help! Mera bacha shopping karte hue kho gaya.,child_lost
"Ek ladka darwaje ke paas khada hai, shayad kho gaya hai.",child_lost
"Public address system pe announcement karna hai, bacha kho gaya hai.",child_lost
Meri nanhi pari kahin nazar nahi aa rahi.,child_lost
Ek chota sa bachcha bhagwan ki murti ke paas baitha hai.,child_lost
Usne yellow color ki t-shirt aur jeans pehni hai.,child_lost
"Main bahut pareshan hoon, mera bacha mil nahi raha.",child_lost
"Ek aunty apne bachche ko dhoondh rahi hain, unki madad karo.",child_lost
Bacho ke section mein ek bachcha gum gaya hai.,child_lost
"Mera ladla kahan gaya, mujhe kuch samajh nahi aa raha.",child_lost
Ek chota banda food court mein akela ghoom raha tha.,child_lost
"Please check the CCTV footage, mera bacha kho gaya hai.",child_lost
Uska naam Anjali hai aur uski umar lagbhag 4 saal hai.,child_lost
Mera chota sa baby ekdum se gayab ho gaya.,child_lost
"Ek bachcha dar ke mare ro raha hai, pata nahi kiska hai.",child_lost
"Mera beta bahut shararti hai, kahin khelne chala gaya hoga.",child_lost
"Please koi guide kare, bacha kho gaya hai.",child_lost
"Ek bachchi apni mummy ko bula rahi hai, awaz de rahi hai.",child_lost
"Usne red color ka frock pehna hai, chote chote balon wali.",child_lost
"Meri beti ka chehra yaad nahi aa raha, wo kho gayi hai.",child_lost
Ek chota sa bachcha exit gate ke paas khada hai.,child_lost
Mera chota sa bachcha meri aankhon ke saamne se gayab ho gaya.,child_lost
"Help me find my son, he is very small.",child_lost
"Ek ladka jiske haath mein balloon tha, woh ab nahi dikh raha.",child_lost
"Main emergency counter pe hoon, mera bacha kho gaya hai.",child_lost
"Koi mere bachche ko dekho, wo chote kad ka hai.",child_lost
Mera bacha khone se bahut dar gaya hoon.,child_lost
Ek chota sa bachcha ice cream stall ke paas khada hai.,child_lost
"Main abhi abhi bahar nikli thi, bachcha andar kho gaya.",child_lost
"Please help, mera chota sa bachcha gum gaya hai.",child_lost
"Ek bachcha bahut udas lag raha hai, shayad kho gaya hai.",child_lost
"Mera bacha kho gaya hai, usne blue jeans pehni thi.",child_lost
Ek chota sa bachcha gate no 3 ke paas khada hai.,child_lost
"Uska naam Ravi hai, aur wo chashma pehnta hai.",child_lost
"Meri beti kahin nazar nahi aa rahi, bahut choti hai.",child_lost
"Help! Mera chota sa ladka gum ho gaya hai, please dhundho.",child_lost
"Ek bachcha bahut zor se roh raha hai, shayad kho gaya hai.",child_lost
"Mera bachcha kahin chala gaya, abhi yahan tha.",child_lost
Ek chota sa bachcha shop ke bahar akela hai.,child_lost
"Please help me find my daughter, she is lost.",child_lost
Mera bacha ka rang saavla hai aur uske baal ghunghrale hain.,child_lost
"Ek bachcha jiske haath mein toy tha, woh ab nahi mil raha.",child_lost
"Mera chota sa bachcha mujhe nahi mil raha, main pareshan hoon.",child_lost
Ek bachchi gate number 5 ke paas rone lagi hai.,child_lost
"Uska naam Rohan hai, aur usne green colour ki shirt pehni hai.",child_lost
"Mera bacha kho gaya hai, please koi madad karo.",child_lost
Ek chota sa bachcha ticket counter ke paas khada hai.,child_lost
"Meri beti ko khoje, usne pink colour ka dress pehna hai.",child_lost
"Main shopping kar rahi thi, mera bachcha gum ho gaya.",child_lost
"Ek ladka bahut daravani jagah pe khada hai, bachcha lagta hai.",child_lost
"Mera chota sa beta kahin gum ho gaya hai, help!",child_lost
"Ek bachchi bahut dukhi lag rahi hai, shayad kho gayi hai.",child_lost
"Uska naam Pooja hai, aur wo halki awaz mein bula rahi hai.",child_lost
"Mera bachcha kahin disappear ho gaya, please check.",child_lost
"Ek chota sa bachcha fountain ke paas khada hai, akela.",child_lost
"Main food court mein khana kha raha tha, bachcha kho gaya.",child_lost
"Help me find a lost child, he is wearing blue jeans.",child_lost
"Mera ladka abhi yahan tha, ab nahi dikh raha.",child_lost
"Ek bachchi bahut dar gayi hai, shayad bheed mein kho gayi.",child_lost
"Uska naam Amit hai, aur usne red colour ki t-shirt pehni hai.",child_lost
"Mera bacha kho gaya hai, please announce it.",child_lost
Ek chota sa bachcha parking area mein khada hai.,child_lost
"Meri beti ka naam Rani hai, aur wo choti hai.",child_lost
"Main queue mein khada tha, bachcha gum ho gaya.",child_lost
"Ek ladka jiske haath mein ice cream thi, woh ab nahi hai.",child_lost
"Mera bacha kho gaya hai, please koi help karo jaldi.",child_lost
"Ek bachchi bahut confuse lag rahi hai, shayad kho gayi hai.",child_lost
"Uska naam Sonu hai, aur wo chote kad ka hai.",child_lost
"Mera ladla kahin dikh nahi raha, please help.",child_lost
Ek chota sa bachcha exhibition hall mein akela hai.,child_lost
"Main restroom mein gaya tha, bachcha kho gaya.",child_lost
"Help me find my son, he is wearing a blue cap.",child_lost
"Mera bachcha kho gaya hai, usne yellow shirt pehni thi.",child_lost
"Ek bachchi entrance pe rone lagi hai, shayad kho gayi hai.",child_lost
"Uska naam Meena hai, aur wo chote kad ki hai.",child_lost
Mera chota sa bachcha meri aankhon se ojhal ho gaya.,child_lost
"Ek ladka jiske paas toy car thi, woh ab nahi mil raha.",child_lost
"Mera bacha kho gaya hai, please emergency service ko call karo.",child_lost
"Ek bachchi information desk ke paas khadi hai, akeli.",child_lost
"Uska naam Suresh hai, aur wo chashma pehnta hai.",child_lost
"Mera ladla kho gaya hai, usne red colour ki t-shirt pehni hai.",child_lost
Ek chota sa bachcha exit gate ke paas chupchap khada hai.,child_lost
"Main ek minute ke liye phone check kar raha tha, bachcha kho gaya.",child_lost
"Help me find my daughter, she is very scared.",child_lost
"Mera bachcha kho gaya hai, usne blue colour ka frock pehna hai.",child_lost
"Ek bachchi food court mein akeli baithi hai, ro rahi hai.",child_lost
"Uska naam Geeta hai, aur wo chote kad ki hai.",child_lost
"Arre yaar, mera beta kahin dikh nahi raha. Help!",child_lost
"Meri beti gum ho gayi hai, please madad karo.",child_lost
"Ek chota sa bachcha kho gaya hai, urgent!",child_lost
"Help! Mera baccha nahi mil raha hai, bohot dar lag raha hai.",child_lost
Kisine mere ladke ko dekha? Woh abhi yahan tha.,child_lost
"My son is lost, can anyone help me find him?",child_lost
"Meri beti kho gayi hai, she was wearing a pink frock.",child_lost
"Bahut bheed hai, mera baccha alag ho gaya.",child_lost
"Koi mera bachcha dekho, he's about 5 years old.",child_lost
"Please help, mera chhota sa bachcha gum gaya.",child_lost
"Emergency! Mera ladka kho gaya hai, please find him.",child_lost
"Mummy, mera bhai nahi dikh raha! He's small.",child_lost
"Ek bachcha akela roya ja raha hai, lagta hai kho gaya hai.",child_lost
"Help find my daughter, she has a red hairband.",child_lost
"Mera bachcha gayab ho gaya, kuch minute pehle yahan tha.",child_lost
Can someone help me find my son? He wandered off.,child_lost
"Meri choti si ladki gum ho gayi hai, she's wearing blue.",child_lost
"Please help, mera beta kho gaya hai. Bheed mein.",child_lost
Koi mera bachcha dekha kya? He's wearing a yellow shirt.,child_lost
"Urgent help needed, my child is lost!",child_lost
"Mera ladka kho gaya, usko koi dekha?",child_lost
"Help! Meri beti gum ho gayi, she's very small.",child_lost
"Ek bachcha akela ghoom raha hai, parents kahan hain?",child_lost
"My son is lost, he's wearing a green t-shirt.",child_lost
"Mera ladka kho gaya hai, please find him quickly.",child_lost
"Help me find my daughter, she's just 3 years old.",child_lost
"Mera baccha gayab ho gaya, koi dekho usko.",child_lost
Can anyone see my lost child? He's a toddler.,child_lost
"Meri beti kho gayi hai, she loves cartoons.",child_lost
"Mera ladka kho gaya, please help me search.",child_lost
"Help find my son, he has curly hair.",child_lost
"Mera chhota beta gum ho gaya hai, bheed mein.",child_lost
Kisi ne mera bachcha dekha? He's wearing a cap.,child_lost
"Meri ladki kho gayi hai, please help!",child_lost
"Mera ladka gayab ho gaya, I'm really worried.",child_lost
"Help find my daughter, she was holding a balloon.",child_lost
"Mera bachcha kho gaya, can anyone help?",child_lost
"Urgent! Mera ladka kho gaya hai, please find him.",child_lost
"My daughter is lost somewhere here, please help.",child_lost
"Mera chhota sa bachcha gum ho gaya, please check.",child_lost
"Help me find my son, he's about 4 feet tall.",child_lost
"Meri beti kho gayi hai, she's wearing a yellow dress.",child_lost
"Mera ladka kahin kho gaya hai, koi dekho usko.",child_lost
"Help find my daughter, she's very fair skinned.",child_lost
"Mera bachcha gum ho gaya, please call security.",child_lost
"My son is lost, he was playing near the entrance.",child_lost
"Meri ladki kho gayi hai, she likes to sing.",child_lost
"Mera ladka kho gaya hai, he loves animals.",child_lost
"Help find my daughter, she has a small mole.",child_lost
"Mera chhota bachcha gum ho gaya, please help me find him.",child_lost
Kisi ne mera ladka dekha? He's wearing shorts.,child_lost
"Meri beti kho gayi, she has bright eyes.",child_lost
"Mera ladka gayab ho gaya, please help me search.",child_lost
"Help find my daughter, she was eating ice cream.",child_lost
"Mera bachcha kho gaya hai, he was holding my hand.",child_lost
"Urgent! Mera ladka kho gaya hai, please help find him.",child_lost
"My daughter is lost, she was wearing a blue skirt.",child_lost
"Mera chhota sa bachcha gum ho gaya, please help.",child_lost
"Help me find my son, he's wearing glasses.",child_lost
"Meri beti kho gayi hai, she has pigtails.",child_lost
"Mera ladka kahin kho gaya hai, please help me.",child_lost
"Help find my daughter, she's a bit shy.",child_lost
"Mera bachcha gum ho gaya, please check the nearby area.",child_lost
