text,label
Emergency! Need immediate medical aid for a severe injury.,medical_help
"Yahan ek aadmi ko seizure aaya hai, usko sambhalo.",medical_help
"Kisi ko snake bite ke symptoms dikh rahe hain, doctor chahiye.",medical_help
"My daughter is having a high fever, please help.",medical_help
Yahan ek crowd member ko heart attack ke symptoms hain.,medical_help
"Mujhe breathing mein problem ho rahi hai, please help me.",medical_help
Emergency! Someone has fainted and is not responding.,medical_help
Yahan ek lady ko vomiting aur diarrhea dono ho rahe hain.,medical_help
"Kisi ko electric shock laga hai, immediate medical attention required.",medical_help
"My son fell down and hit his head, he seems dazed.",medical_help
Yahan ek aadmi ko bahut zyada ghabrahat ho rahi hai aur woh behosh ho raha hai.,medical_help
"Mujhe chest mein dard ho raha hai, please doctor bhejo.",medical_help
"Emergency! Someone is injured, needs urgent medical care.",medical_help
"Yahan ek bachcha behosh ho gaya hai, jaldi madad karo.",medical_help
"Kisi ko food poisoning hui hai, stomach pain ho raha hai.",medical_help
"My friend is bleeding from the nose, it won't stop.",medical_help
Yahan ek elder person ko chalne mein bahut takleef ho rahi hai.,medical_help
Mujhe lagta hai mera blood pressure bahut high ho gaya hai.,medical_help
Emergency! Need a doctor for a child who is not breathing.,medical_help
Yahan ek aadmi ko bahut tez tez khansi aa rahi hai.,medical_help
"Kisi ko burn hua hai, jaldi first aid do.",medical_help
"My hand is injured, I need medical assistance.",medical_help
"Yahan ek lady ko fainting ho rahi hai, support chahiye.",medical_help
"Mujhe internal injury lag rahi hai, urgent help chahiye.",medical_help
Emergency! Someone is having a seizure.,medical_help
Yahan ek aadmi ko saans lene mein bahut zyada dikkat ho rahi hai.,medical_help
"Kisi ko snake bite hua hai, jaldi doctor chahiye.",medical_help
"My leg is bleeding badly, please call a doctor.",medical_help
"Yahan ek bachcha behosh ho gaya hai, usko kuch ho gaya hai.",medical_help
"Mujhe bahut tez bukhaar hai, koi medical help chahiye.",medical_help
"Emergency! Someone collapsed, needs immediate attention.",medical_help
Yahan ek lady ko heart attack ke symptoms dikh rahe hain.,medical_help
"Kisi ko fracture hua hai, pain bahut ho raha hai.",medical_help
"My head is hurting a lot, I need a doctor.",medical_help
"Yahan ek aadmi behosh ho gaya hai, usko check karo.",medical_help
Mujhe stomach mein dard hai aur vomiting ho rahi hai.,medical_help
"Emergency! Someone is choking, need immediate help.",medical_help
Yahan ek lady ko bahut zyada weakness feel ho rahi hai.,medical_help
"Kisi ko electric shock laga hai, jaldi doctor bulao.",medical_help
"Koi jaldi se help karo, saans nahi aa rahi hai.",medical_help
"Emergency hai, blood pressure bahut high lag raha hai.",medical_help
"Bhai, isko chot lagi hai, bleeding ruk nahi rahi.",medical_help
"Mujhe chakkar aa rahe hain, koi pakdo mujhe.",medical_help
"Yahan crowd mein koi gir gaya, emergency hai!",medical_help
"Ek bachcha behosh ho gaya hai, please help!",medical_help
"Doctor chahiye immediate, sab theek nahi lag raha.",medical_help
Kisi ko heart attack aaya hai lagta hai.,medical_help
"Kannoon ki madad chahiye, yeh log gir gaye hain.",medical_help
"Aapko doctor ki zaroorat hai, yahan aao!",medical_help
"Emergency situation hai, ek aadmi hil nahi raha.",medical_help
"Koi ambulance bulao, yahan situation critical hai.",medical_help
"Mere dost ko dard ho raha hai, medical help chahiye.",medical_help
"Saare log side ho jao, emergency hai!",medical_help
"Mujhe vomiting ho rahi hai, koi help karo.",medical_help
"Is bande ko zameen se uthao, woh behosh hai.",medical_help
"Doctor ki requirement hai, jaldi lao koi.",medical_help
"Yahan accident hua hai, log injured hain.",medical_help
"Need medical assistance urgently, this person is not breathing.",medical_help
Koi doctor hai yahan? Bahut serious lag raha hai.,medical_help
Help! Someone needs immediate medical attention.,medical_help
"Mujhe saans lene mein dikkat ho rahi hai, please help.",medical_help
"Ek lady behosh ho gayi hai, jaldi doctor lao.",medical_help
Yahan koi gir gaya hai aur khoon beh raha hai.,medical_help
"Emergency medical help needed, the patient is unconscious.",medical_help
"Doctor chahiye abhi ke abhi, situation kharab hai.",medical_help
"Kannoon mein مدد chahiye, ek aadmi gir gaya hai.",medical_help
"Bhai, mere bhai ko dard ho raha hai, doctor dikhao.",medical_help
"Need urgent medical care, this person collapsed.",medical_help
"Chalo jaldi, emergency hai, koi madad karo.",medical_help
"Mujhe weakness lag rahi hai, koi doctor hai kya?",medical_help
"Ladki gir gayi hai, usko chot lagi hai, blood aa raha hai.",medical_help
"Koi medical professional chahiye, emergency situation hai.",medical_help
"Yahan emergency hai, aadmi sahi se chal nahi paa raha.",medical_help
"Help needed, someone is in severe pain.",medical_help
"Mujhe doctor ki zaroorat hai, main theek nahi hoon.",medical_help
"Emergency! Banda behosh hai, jaldi doctor lao.",medical_help
Yahan crowd mein ek aadmi behosh ho gaya hai.,medical_help
"Kisi ko medical emergency hai, please help.",medical_help
"Doctor chahiye, emergency hai, koi suno!",medical_help
"Need an ambulance immediately, someone is critically ill.",medical_help
"Bhai, ek bande ko heart attack aaya hai, help!",medical_help
"Is aadmi ko chakkar aa rahe hain, koi pakdo.",medical_help
"Mujhe ghabrahat ho rahi hai, koi doctor hai yahan?",medical_help
Emergency! Is ladki ko khoon ki kami lag rahi hai.,medical_help
"Yahan ek aadmi zameen par pada hai, medical help chahiye.",medical_help
"Doctor ki need hai, emergency situation hai guys.",medical_help
Help! This person has fainted.,medical_help
"Kisi ko medical help chahiye, urgent!",medical_help
Mereko saans lene mein bahut problem ho rahi hai.,medical_help
"Yahan emergency hai, kisi bande ko chot lagi hai.",medical_help
"Doctor lao jaldi, yeh aadmi sahi nahi lag raha.",medical_help
"Need medical attention for this person, they are injured.",medical_help
"Bhai, emergency hai, ek bacha behosh hai.",medical_help
"Mujhe immediate medical help chahiye, main behosh ho raha hoon.",medical_help
"Yahan ek banda gir gaya, koi doctor hai?",medical_help
"Emergency situation, someone needs first aid urgently.",medical_help
"Mujhe dard ho raha hai, koi doctor ko bulayein.",medical_help
"Is lady ko saans nahi aa rahi, help!",medical_help
"Yahan medical emergency hai, koi madad karo jaldi.",medical_help
"Doctor chahiye, emergency hai, ye gira hua hai.",medical_help
Help! This person is having a seizure.,medical_help
"Mujhe doctor ki zaroorat hai, emergency hai.",medical_help
"Yahan ek aadmi admitted hai, medical help chahiye.",medical_help
Emergency! Kisi ko blood lag raha hai bahut.,medical_help
"Bhai, yeh ladka behosh ho gaya hai, doctor lao.",medical_help
"Mujhe immediate medical assistance chahiye, main theek nahi hoon.",medical_help
Yahan ek bande ko lagta hai fracture hua hai.,medical_help
"Need a doctor now, this is a medical emergency.",medical_help
Help! Someone is bleeding profusely.,medical_help
"Doctor chahiye, jaldi karo, ye gir gaya.",medical_help
"Emergency situation, patient needs urgent care.",medical_help
"Mujhe bahut kamzori lag rahi hai, koi doctor hai?",medical_help
Yahan ek aadmi theek se khada nahi ho paa raha.,medical_help
Emergency! Need medical help for this person.,medical_help
"Doctor ki zarurat hai, koi jaldi bulao.",medical_help
Help! Someone has collapsed and needs assistance.,medical_help
"Mujhe chest mein pain ho raha hai, doctor lao.",medical_help
"Yahan emergency hai, aadmi behosh ho gaya hai.",medical_help
"Need medical help urgently, the situation is critical.",medical_help
"Doctor chahiye, emergency hai, koi madad karo.",medical_help
"Is bande ko saans nahi aa rahi, help!",medical_help
"Yahan accident hua hai, log injured hain, doctor chahiye.",medical_help
"Help me, I'm feeling very unwell.",medical_help
"Mujhe vomiting ho rahi hai, koi doctor hai?",medical_help
Emergency! banda zameen par gir gaya hai.,medical_help
"Doctor chahiye immediately, koi help kare.",medical_help
Yahan crowd mein kisi ko medical problem hai.,medical_help
Help! someone needs medical attention right now.,medical_help
"Mujhe bahut tez dard ho raha hai, doctor bulao.",medical_help
"Emergency hai, ek aadmi behosh ho gaya hai.",medical_help
"Yahan koi gira hua hai, koi doctor hai kya?",medical_help
"Need medical help, this person is not responding.",medical_help
"Doctor chahiye, emergency hai, ye ladka gir gaya.",medical_help
Help! someone is in serious condition.,medical_help
"Mujhe saans lene mein dikkat ho rahi hai, doctor chahiye.",medical_help
"Yahan emergency hai, aadmi gir gaya aur khoon beh raha hai.",medical_help
"Need medical assistance, this person collapsed suddenly.",medical_help
"Doctor lao jaldi, emergency hai, banda behosh hai.",medical_help
"Help! Someone needs immediate medical attention, they are pale.",medical_help
"Mujhe doctor ki zarurat hai, emergency situation hai.",medical_help
"Yahan koi aadmi behosh ho gaya hai, medical help chahiye.",medical_help
Emergency! Someone has fainted in the crowd.,medical_help
"Mujhe bahut kamzori mehsoos ho rahi hai, koi doctor hai kya?",medical_help
"Doctor chahiye, urgent hai, is bande ko dekho.",medical_help
"Kisi ko medical attention chahiye, jaldi!",medical_help
"Bhai sahab, ye aadmi saans nahi le paa raha hai.",medical_help
"Emergency hai, ambulance bulao!",medical_help
"Mujhe chakkar aa rahe hain, madad karo.",medical_help
"Accident ho gaya, patient ko doctor chahiye.",medical_help
Kisi ko heart attack aaya hai lagta hai.,medical_help
"Bachcha behosh ho gaya hai, please help.",medical_help
"Yahan ek lady gir gayi, uske sir se khoon beh raha hai.",medical_help
Koi medical professional hai yahan?,medical_help
Need immediate medical assistance here.,medical_help
Is aadmi ko saans lene mein dikkat ho rahi hai.,medical_help
"Bhookamp mein log zakhmi hue hain, sabko help chahiye.",medical_help
Mere dost ko fever hai aur woh control se bahar hai.,medical_help
Kisi ko internal bleeding ho rahi hai.,medical_help
"Emergency medical team bulao, abhi!",medical_help
Ye ladka bahut zyada vomiting kar raha hai.,medical_help
Mujhe lagta hai kisi ko poison ho gaya hai.,medical_help
Help! Mera beta gir gaya aur uski taang toot gayi hai.,medical_help
Yahan ek purane aadmi ko chest pain ho raha hai.,medical_help
"Doctor ki zarurat hai, jaldi pahunchao.",medical_help
"Kisi ko medical emergency hai, koi help kare.",medical_help
"Bhai, mujhe diabetes attack aa raha hai.",medical_help
"Ye mahila chhat se gir gayi, uski halat kharab hai.",medical_help
"Need a doctor urgently, someone is collapsing.",medical_help
"Sab log hatt jao, patient ko hawa chahiye.",medical_help
Yahan ek lady ko seizure pad raha hai.,medical_help
"Kisi ko jalne ki chot lagi hai, doctor lao.",medical_help
"Need first aid, someone has a deep cut.",medical_help
Mujhe saans lene mein takleef ho rahi hai.,medical_help
Emergency! Is aadmi ko internal bleeding lag rahi hai.,medical_help
"Bhai, emergency hai, mujhe medical help chahiye.",medical_help
"Ye bachcha bahut kamzor lag raha hai, kuch khaya nahi.",medical_help
"Doctor ko bula lo, mera sar bahut dard kar raha hai.",medical_help
"Yahan kisi ko kidney problem hai, turant doctor chahiye.",medical_help
Emergency! Someone needs an ambulance right now.,medical_help
Mujhe lagta hai ye aadmi unconscious ho gaya hai.,medical_help
"Is ladki ko high fever hai, medicine chahiye.",medical_help
Anyone with medical knowledge? This person needs help.,medical_help
"Yahan ek accident hua hai, kafi log zakhmi hain.",medical_help
"Mujhe medical help ki zaroorat hai, main gir gaya hoon.",medical_help
"Doctor ka number de do, patient ki condition serious hai.",medical_help
"Help! Mere pet mein dard ho raha hai, bardasht nahi ho raha.",medical_help
"Ye aunty behosh ho gayi hain, please koi madad kare.",medical_help
"Emergency situation, need medical attention.",medical_help
"Kisi ko stroke aaya hai lagta hai, jaldi doctor bulao.",medical_help
"Mera haath fracture ho gaya hai, X-ray karwana hai.",medical_help
Yahan ek aadmi ko daudte huye attack aa gaya.,medical_help
Mujhe turant doctor ki zarurat hai.,medical_help
"Emergency mein doctor chahiye, yeh behosh hai.",medical_help
"Kisi ki health critical hai, ambulance needed.",medical_help
"Help! Mera sar ghoom raha hai, main khada nahi ho paa raha.",medical_help
"Is ladke ko snake bite hua hai, jaldi medical help do.",medical_help
Emergency: Someone has collapsed and is not responding.,medical_help
Yahan ek lady ko breathing problem ho rahi hai.,medical_help
"Mujhe bahut tez khansi aa rahi hai, doctor chahiye.",medical_help
Emergency! Medical aid required immediately.,medical_help
Ye aadmi kaanp raha hai aur use dard ho raha hai.,medical_help
"Doctor ko call karo, patient ko bahut zyada blood loss ho raha hai.",medical_help
Yahan ek bachchi gir gayi hai aur uske ghaav se khoon aa raha hai.,medical_help
"Mujhe dehydration ho gaya hai, pani aur doctor chahiye.",medical_help
"Emergency hai, ambulance bulao is aadmi ke liye.",medical_help
"Kisi ko fainting attack aaya hai, jaldi madad karo.",medical_help
"Ye lady chal nahi paa rahi hai, uske pair mein dard hai.",medical_help
"Need a doctor, this situation is critical.",medical_help
"Yahan emergency hai, ek aadmi behosh ho gaya hai.",medical_help
"Kisi ko heatstroke hua lagta hai, jaldi doctor lao.",medical_help
"Mujhe medical help chahiye, main pareshan ho raha hoon.",medical_help
Emergency! Someone is bleeding profusely.,medical_help
"Ye ladka bahut kamzor ho gaya hai, use doctor chahiye.",medical_help
"Doctor ki zarurat hai, jaldi se ambulance bhejo.",medical_help
Yahan ek lady ko heart attack ke symptoms dikh rahe hain.,medical_help
Emergency medical assistance needed for this person.,medical_help
"Mujhe kuch samajh nahi aa raha, main girne wala hoon.",medical_help
Kisi ko ghutno mein bahut zyada dard hai.,medical_help
"Need urgent medical care, this person is not breathing well.",medical_help
Yahan ek aadmi ko internal injury hui hai.,medical_help
"Emergency! Doctor chahiye, patient ki saans ruk rahi hai.",medical_help
Mujhe lagta hai mujhe food poisoning ho gaya hai.,medical_help
Kisi ko chot lagi hai aur khoon ruk nahi raha.,medical_help
Emergency! Need to call an ambulance for this kid.,medical_help
"Ye lady kamzor mehsoos kar rahi hai, use doctor chahiye.",medical_help
Yahan koi medical help de sakta hai?,medical_help
"Emergency situation, someone is severely injured.",medical_help
"Mujhe doctor chahiye, mera pair toot gaya hai.",medical_help
"Kisi ko electricity ka shock laga hai, jaldi help karo.",medical_help
Emergency! Someone needs immediate medical attention.,medical_help
Ye aadmi behosh hai aur use kuch ho raha hai.,medical_help
"Doctor ko bulao, mujhe saans lene mein takleef ho rahi hai.",medical_help
Emergency! Need a doctor for this person who collapsed.,medical_help
"Mujhe medical help ki zarurat hai, main theek nahi lag raha.",medical_help
Kisi ko bahut tez bukhar hai aur woh controls se bahar hai.,medical_help
Emergency! Someone needs urgent medical assistance.,medical_help
Ye ladki gir gayi hai aur uske sir se khoon beh raha hai.,medical_help
"Doctor chahiye, patient ki halat kharab hai.",medical_help
"Emergency situation, medical help is required.",medical_help
"Mujhe bahut zyada gas ho raha hai pet mein, doctor chahiye.",medical_help
"Kisi ko stroke ka attack aaya hai, ambulance bulao.",medical_help
Emergency! Need medical aid for a collapsed person.,medical_help
Ye aadmi bechain hai aur use dard ho raha hai.,medical_help
"Doctor ko bulao, mujhe chest pain ho raha hai.",medical_help
Emergency! Medical help needed urgently.,medical_help
Mujhe lagta hai mera blood pressure low ho gaya hai.,medical_help
"Kisi ko fainting spell hua hai, jaldi doctor lao.",medical_help
Emergency! Someone needs an ambulance immediately.,medical_help
"Ye lady behosh ho gayi hai, use doctor chahiye.",medical_help
"Bhai, ek aadmi ko heart attack aaya hai, jaldi karo!",medical_help
Kisi ko saans lene mein bahut dikkat ho rahi hai.,medical_help
"Yahan ek baccha behosh ho gaya hai, please help!",medical_help
"Mere dost ko bahut tez bukhaar hai, doctor chahiye.",medical_help
"Kisi ka haath toot gaya hai, immediate medical attention.",medical_help
"Ek lady ko chakkar aa rahe hain, girne wali hai.",medical_help
"Yahan pe kaccha lag gaya hai kisi ko, khoon bahut beh raha hai.",medical_help
"Emergency hai, ek patient ko ambulance ki zaroorat hai.",medical_help
"Kisi ki gardan mein chot lagi hai, hil nahi pa raha.",medical_help
"Mujhe urgent doctor chahiye, main bahut kamzor feel kar raha hoon.",medical_help
"Yahan koi aadmi chal phir nahi paa raha, shayad uski taang mein problem hai.",medical_help
Ek lady ko acute pain ho raha hai pet mein.,medical_help
"Sir, yahan ek accident hua hai, ek ko kaafi chot aayi hai.",medical_help
"Mujhe lagta hai kisi ko stroke aaya hai, face crooked ho gaya hai.",medical_help
"Ek banda be sood ho gaya hai, kuch response nahi de raha.",medical_help
"Yahan kisi ko sugar low ho gaya hai, jaldi kuch khane ko do.",medical_help
"Mere sar mein bahut zor se dard ho raha hai, vomiting bhi aa rahi hai.",medical_help
"Kisi ko paani mein doobne se bachaya hai, medical help needed.",medical_help
"Chote bachche ki saans atak gayi hai, kuch karo!",medical_help
"Yahan koi aadmi unconscious ho gaya hai, pulse check karo!",medical_help
Mere pairo mein bahut tez jalan ho rahi hai.,medical_help
"Kisi ka accident hua hai car se, ambulance bulao.",medical_help
"Ek ladki behosh ho gayi hai, uski saans chal rahi hai par consciousness nahi.",medical_help
"Mujhe khana galat khane se allergy ho gayi hai, skin rash aa gaye hain.",medical_help
"Yahan ek elderly person gir gaya hai, uski kamar mein dard hai.",medical_help
"Kisi ko internal bleeding ho sakti hai, need doctor immediately.",medical_help
Mere ko chakkar aa raha hai aur aankhon ke saamne andhera chha raha hai.,medical_help
"Ek aadmi ko lagta hai current lag gaya hai, bilkul hil nahi raha.",medical_help
"Yahan kisi ka accident hua hai, ek bande ke pair mein gehri chot hai.",medical_help
"Mujhe emergency medical assistance chahiye, main bahut kamzor feel kar raha hoon.",medical_help
"Kisi ko asthma attack aaya hai, inhaler chahiye.",medical_help
"Yahan ek bachcha ro raha hai, uski naak se khoon aa raha hai.",medical_help
"Mujhe lagta hai mere pet mein stone hai, bahut dard ho raha hai.",medical_help
"Ek aadmi ko bhukamp ke baad chot lagi hai, uski ungli cut gayi hai.",medical_help
"Yahan koi aadmi behosh ho gaya hai, uske muh seझाग nikal raha hai.",medical_help
"Mujhe lagta hai kisi ko food poisoning hui hai, vomiting ho rahi hai.",medical_help
"Ek lady ko bahut tez tez saans aa rahi hai, chest pain hai.",medical_help
"Kisi ko fever bahut high hai, 105 degree tak.",medical_help
Yahan ek aadmi khansi khansi behosh ho gaya hai.,medical_help
"Mujhe emergency help chahiye, mere jism mein akadan ho rahi hai.",medical_help
"Kisi ka accident hua hai scooter se, uski body mein kai jagah chot hai.",medical_help
"Yahan ek banda be sood ho gaya hai, uski aankhein khuli hain.",medical_help
"Mujhe lagta hai mera blood pressure bahut low ho gaya hai, sarr ghoom raha hai.",medical_help
"Ek aadmi ka sir phat gaya hai, khoon ruk nahi raha.",medical_help
"Yahan koi ladka behosh ho gaya hai, uski saans lagbhag band ho gayi hai.",medical_help
"Mujhe immediate doctor ki zarurat hai, main chal nahi paa raha.",medical_help
"Kisi ko kidney stone ka dard hai, bahut zyada takleef mein hai.",medical_help
"Yahan ek aadmi ko snake bite ho gaya hai, jaldi doctor laao!",medical_help
"Mujhe lagta hai mere gale mein kuch atak gaya hai, saans nahi le paa raha.",medical_help
"Ek lady ko bahut tez tez dil dhadak raha hai, kamzori mehsoos ho rahi hai.",medical_help
"Yahan koi banda jal gaya hai, uske haath pe bada ghav hai.",medical_help
"Mujhe urgent medical attention chahiye, meri nazar kamzor ho rahi hai.",medical_help
"Kisi ko internal bleeding ho rahi hai, uski palti hui hai.",medical_help
"Yahan ek aadmi ko joron ka dard hai, hilne mein mushkil ho rahi hai.",medical_help
"Mujhe lagta hai kisi ko sunstroke ho gaya hai, be sood ho gaya hai.",medical_help
Ek banda behosh ho gaya hai aur uske muh se khoon aa raha hai.,medical_help
"Yahan ek ladki ko jism mein sujan aa gayi hai, saans lene mein dikkat hai.",medical_help
"Mujhe emergency doctor ki zarurat hai, main behosh hone wala hoon.",medical_help
"Kisi ko accidental overdose ho gaya hai, need immediate help.",medical_help
Yahan ek aadmi ko bhuk lag rahi hai par woh chal nahi paa raha.,medical_help
"Mujhe lagta hai mere kandhe mein fracture hua hai, bahut dard hai.",medical_help
"Ek lady ko chot lagi hai sir pe, uski aankhein band ho rahi hain.",medical_help
"Yahan koi aadmi khana khaate hue atak gaya hai, saans nahi le paa raha.",medical_help
"Mujhe urgent medical assistance chahiye, mere pet mein tez dard hai.",medical_help
"Kisi ko electric shock laga hai, uski body stiff ho gayi hai.",medical_help
"Yahan ek aadmi ko jism mein bahut tez jalan ho rahi hai, skin laal ho gayi hai.",medical_help
"Mujhe lagta hai mera blood sugar bahut badh gaya hai, sir dard ho raha hai.",medical_help
"Ek lady ko daudte hue ghutne mein chot lagi hai, chal nahi paa rahi.",medical_help
"Yahan koi banda behosh ho gaya hai, uski sodium level low hai.",medical_help
"Mujhe urgent medical help chahiye, mera sir bahut ghoom raha hai.",medical_help
"Kisi ko kidney failure ka issue hai, urgent doctor chahiye.",medical_help
Yahan ek aadmi ko tez bukhar hai aur woh kaanp raha hai.,medical_help
"Mujhe lagta hai mere stomach mein infection hai, pet mein dard hai.",medical_help
"Ek lady ko daant mein bahut dard ho raha hai, doctor chahiye.",medical_help
"Yahan koi banda behosh ho gaya hai, usko hosh nahi aa raha.",medical_help
"Mujhe urgent help chahiye, mere jism mein tez dard hai.",medical_help
"Kisi ko dehydration ho gaya hai, bahut kamzor lag raha hai.",medical_help
"Yahan ek aadmi ko lagta hai brain hemorrhage hua hai, behosh hai.",medical_help
"Mujhe lagta hai mere pair mein cramp aaya hai, chal nahi paa raha.",medical_help
Ek lady ko chakkar aa rahe hain aur usko nausea ho raha hai.,medical_help
Yahan koi banda gir gaya hai aur usko saans lene mein takleef hai.,medical_help
"Mujhe urgent medical attention chahiye, meri aankhon se pani aa raha hai.",medical_help
"Kisi ko malaria ho gaya hai, tez bukhar aur thand lag rahi hai.",medical_help
"Yahan ek aadmi ko lagta hai appendicitis hai, pet mein tez dard hai.",medical_help
"Mujhe lagta hai mere kaan mein kuch chala gaya hai, dard ho raha hai.",medical_help
Ek lady ko tez tez saans chal rahi hai aur uski body thandi pad rahi hai.,medical_help
"Yahan koi banda behosh ho gaya hai, uske sharir mein jalan ho rahi hai.",medical_help
"Mujhe urgent medical help chahiye, main gir gaya hoon aur mujhe bahut dard ho raha hai.",medical_help
"Kisi ko fracture hua hai, uske haath ki haddi bahar aa gayi hai.",medical_help
"Yahan ek aadmi ko tez tez se sardard ho raha hai, uski aankhein lal ho gayi hain.",medical_help
"Mujhe lagta hai mera blood pressure high ho gaya hai, sar mein dhak dhak ho rahi hai.",medical_help
"Ek lady ko lagta hai heart attack aaya hai, woh kasht kar rahi hai.",medical_help
"Yahan koi banda behosh ho gaya hai, usko kuch yaad nahi.",medical_help
"Mujhe urgent medical assistance chahiye, mera gala sukh raha hai.",medical_help
"Kisi ko heatstroke ho gaya hai, uski body bahut garam hai.",medical_help
"Yahan ek aadmi ko lagta hai liver ki problem hai, uski aankhein peeli ho gayi hain.",medical_help
"Mujhe lagta hai mere andar koi infection hai, fever aa raha hai.",medical_help
Ek lady ko ghutne mein chot lagi hai aur woh chal nahi paa rahi.,medical_help
"Yahan koi banda behosh ho gaya hai, uski body mein tez dard hai.",medical_help
"Mujhe urgent medical help chahiye, main kamzor padh gaya hoon.",medical_help
"Kisi ko jism mein sui chub gayi hai, skin mein dard ho raha hai.",medical_help
Yahan ek aadmi ko tez tez saans aa rahi hai aur usko chakkar aa rahe hain.,medical_help
"Mujhe lagta hai mere pet mein gas ho gayi hai, bahut dard ho raha hai.",medical_help
Ek lady ko tez tez dil dhadak raha hai aur uski saans phool rahi hai.,medical_help
"Yahan koi banda behosh ho gaya hai, uski skin pe daag aa gaye hain.",medical_help
"Bhai, emergency hai, doctor ko bulao!",medical_help
"Koi jaldi se help karo, ye banda gir gaya.",medical_help
"Meri saans phool rahi hai, help please!",medical_help
"Yahan ek bachcha behosh ho gaya hai, kuch karo!",medical_help
Emergency! Ambulance chahiye turant!,medical_help
"Is aadmi ko heart attack aaya hai, help!",medical_help
"Bohot dard ho raha hai, doctor ko bulao.",medical_help
Kisi ko khana khate waqt allergy hui hai.,medical_help
Yahan koi gir gaya aur usse khoon aa raha hai.,medical_help
"Mera dost behosh ho gaya hai, please help.",medical_help
"Need medical attention urgently, someone collapsed.",medical_help
"Someone needs a doctor here, immediate help required.",medical_help
"Emergency situation, patient is not breathing.",medical_help
"Bhai sahab, isko koi bimari lag rahi hai.",medical_help
"Yahan ek lady behosh ho gayi hai, jaldi aao.",medical_help
